method_name,subject_id,repeat_id,train_class_counts,test_class_counts
FBCSP_SVM,19,8,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,19,9,"{1: 9, 2: 15}","{1: 11, 2: 5}"
FBCSP_SVM,19,10,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,20,1,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,20,2,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,20,3,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,20,4,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,20,5,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,20,6,"{1: 9, 2: 15}","{1: 11, 2: 5}"
FBCSP_SVM,20,7,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,20,8,"{1: 15, 2: 9}","{1: 5, 2: 11}"
FBCSP_SVM,20,9,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,20,10,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,21,1,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,21,2,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,21,3,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,21,4,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,21,5,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,21,6,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,21,7,"{1: 16, 2: 8}","{1: 4, 2: 12}"
FBCSP_SVM,21,8,"{1: 15, 2: 9}","{1: 5, 2: 11}"
FBCSP_SVM,21,9,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,21,10,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,22,1,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,22,2,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,22,3,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,22,4,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,22,5,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,22,6,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,22,7,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,22,8,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,22,9,"{1: 8, 2: 16}","{1: 12, 2: 4}"
FBCSP_SVM,22,10,"{1: 9, 2: 15}","{1: 11, 2: 5}"
FBCSP_SVM,23,1,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,23,2,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,23,3,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,23,4,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,23,5,"{1: 15, 2: 9}","{1: 5, 2: 11}"
FBCSP_SVM,23,6,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,23,7,"{1: 9, 2: 15}","{1: 11, 2: 5}"
FBCSP_SVM,23,8,"{1: 15, 2: 9}","{1: 5, 2: 11}"
FBCSP_SVM,23,9,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,23,10,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,24,1,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,24,2,"{1: 9, 2: 15}","{1: 11, 2: 5}"
FBCSP_SVM,24,3,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,24,4,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,24,5,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,24,6,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,24,7,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,24,8,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,24,9,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,24,10,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,25,1,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,25,2,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,25,3,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,25,4,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,25,5,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,25,6,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,25,7,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,25,8,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,25,9,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,25,10,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,26,1,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,26,2,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,26,3,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,26,4,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,26,5,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,26,6,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,26,7,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,26,8,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,26,9,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,26,10,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,27,1,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,27,2,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,27,3,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,27,4,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,27,5,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,27,6,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,27,7,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,27,8,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,27,9,"{1: 8, 2: 16}","{1: 12, 2: 4}"
FBCSP_SVM,27,10,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,28,1,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,28,2,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,28,3,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,28,4,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,28,5,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,28,6,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,28,7,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,28,8,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,28,9,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,28,10,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,29,1,"{1: 17, 2: 7}","{1: 3, 2: 13}"
FBCSP_SVM,29,2,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,29,3,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,29,4,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,29,5,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,29,6,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,29,7,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,29,8,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,29,9,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,29,10,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,30,1,"{1: 9, 2: 15}","{1: 11, 2: 5}"
FBCSP_SVM,30,2,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,30,3,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,30,4,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,30,5,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,30,6,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,30,7,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,30,8,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,30,9,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,30,10,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,31,1,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,31,2,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,31,3,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,31,4,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,31,5,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,31,6,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,31,7,"{1: 15, 2: 9}","{1: 5, 2: 11}"
FBCSP_SVM,31,8,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,31,9,"{1: 9, 2: 15}","{1: 11, 2: 5}"
FBCSP_SVM,31,10,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,32,1,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,32,2,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,32,3,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,32,4,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,32,5,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,32,6,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,32,7,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,32,8,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,32,9,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,32,10,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,33,1,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,33,2,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,33,3,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,33,4,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,33,5,"{1: 9, 2: 15}","{1: 11, 2: 5}"
FBCSP_SVM,33,6,"{1: 9, 2: 15}","{1: 11, 2: 5}"
FBCSP_SVM,33,7,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,33,8,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,33,9,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,33,10,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,34,1,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,34,2,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,34,3,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,34,4,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,34,5,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,34,6,"{1: 8, 2: 16}","{1: 12, 2: 4}"
FBCSP_SVM,34,7,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,34,8,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,34,9,"{1: 15, 2: 9}","{1: 5, 2: 11}"
FBCSP_SVM,34,10,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,35,1,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,35,2,"{1: 9, 2: 15}","{1: 11, 2: 5}"
FBCSP_SVM,35,3,"{1: 9, 2: 15}","{1: 11, 2: 5}"
FBCSP_SVM,35,4,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,35,5,"{1: 9, 2: 15}","{1: 11, 2: 5}"
FBCSP_SVM,35,6,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,35,7,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,35,8,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,35,9,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,35,10,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,36,1,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,36,2,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,36,3,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,36,4,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,36,5,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,36,6,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,36,7,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,36,8,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,36,9,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,36,10,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,37,1,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,37,2,"{1: 15, 2: 9}","{1: 5, 2: 11}"
FBCSP_SVM,37,3,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,37,4,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,37,5,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,37,6,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,37,7,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,37,8,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,37,9,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,37,10,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,38,1,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,38,2,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,38,3,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,38,4,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,38,5,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,38,6,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,38,7,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,38,8,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,38,9,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,38,10,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,39,1,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,39,2,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,39,3,"{1: 15, 2: 9}","{1: 5, 2: 11}"
FBCSP_SVM,39,4,"{1: 9, 2: 15}","{1: 11, 2: 5}"
FBCSP_SVM,39,5,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,39,6,"{1: 9, 2: 15}","{1: 11, 2: 5}"
FBCSP_SVM,39,7,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,39,8,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,39,9,"{1: 8, 2: 16}","{1: 12, 2: 4}"
FBCSP_SVM,39,10,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,40,1,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,40,2,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,40,3,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,40,4,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,40,5,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,40,6,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,40,7,"{1: 16, 2: 8}","{1: 4, 2: 12}"
FBCSP_SVM,40,8,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,40,9,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,40,10,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,41,1,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,41,2,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,41,3,"{1: 15, 2: 9}","{1: 5, 2: 11}"
FBCSP_SVM,41,4,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,41,5,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,41,6,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,41,7,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,41,8,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,41,9,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,41,10,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,42,1,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,42,2,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,42,3,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,42,4,"{1: 9, 2: 15}","{1: 11, 2: 5}"
FBCSP_SVM,42,5,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,42,6,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,42,7,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,42,8,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,42,9,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,42,10,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,43,1,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,43,2,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,43,3,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,43,4,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,43,5,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,43,6,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,43,7,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,43,8,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,43,9,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,43,10,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,44,1,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,44,2,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,44,3,"{1: 16, 2: 8}","{1: 4, 2: 12}"
FBCSP_SVM,44,4,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,44,5,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,44,6,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,44,7,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,44,8,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,44,9,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,44,10,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,45,1,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,45,2,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,45,3,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,45,4,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,45,5,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,45,6,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,45,7,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,45,8,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,45,9,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,45,10,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,46,1,"{1: 9, 2: 15}","{1: 11, 2: 5}"
FBCSP_SVM,46,2,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,46,3,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,46,4,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,46,5,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,46,6,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,46,7,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,46,8,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,46,9,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,46,10,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,47,1,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,47,2,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,47,3,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,47,4,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,47,5,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,47,6,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,47,7,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,47,8,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,47,9,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,47,10,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,48,1,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,48,2,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,48,3,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,48,4,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,48,5,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,48,6,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,48,7,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,48,8,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,48,9,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,48,10,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,49,1,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,49,2,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,49,3,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,49,4,"{1: 16, 2: 8}","{1: 4, 2: 12}"
FBCSP_SVM,49,5,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,49,6,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,49,7,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,49,8,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,49,9,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,49,10,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,50,1,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,50,2,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,50,3,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,50,4,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,50,5,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,50,6,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,50,7,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,50,8,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,50,9,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,50,10,"{1: 11, 2: 13}","{1: 9, 2: 7}"
