plot,page,selection_reason,subject_id,band,channel,metric,value,polarity
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,35.0,13-20Hz,FC4,subject_signed_hedges_g,0.0386699266720877,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,35.0,13-20Hz,FT7,subject_signed_hedges_g,-0.0726898922190585,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,35.0,13-20Hz,FT8,subject_signed_hedges_g,-0.01835383715711987,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,35.0,13-20Hz,Cz,subject_signed_hedges_g,0.49119387617857163,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,35.0,13-20Hz,C3,subject_signed_hedges_g,0.05027945938349442,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,35.0,13-20Hz,C4,subject_signed_hedges_g,-0.06285981628508919,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,35.0,13-20Hz,T3,subject_signed_hedges_g,-0.15135143675623322,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,35.0,13-20Hz,T4,subject_signed_hedges_g,-0.035895283844856525,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,35.0,13-20Hz,CP3,subject_signed_hedges_g,-0.11342117470620423,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,35.0,13-20Hz,CP4,subject_signed_hedges_g,0.017556554146483255,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,35.0,13-20Hz,TP7,subject_signed_hedges_g,-0.10211799356840409,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,35.0,13-20Hz,TP8,subject_signed_hedges_g,-0.04162899821533199,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,35.0,13-20Hz,Pz,subject_signed_hedges_g,0.2783794612132349,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,35.0,13-20Hz,P3,subject_signed_hedges_g,0.05964448541053298,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,35.0,13-20Hz,P4,subject_signed_hedges_g,0.05489006114376551,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,35.0,13-20Hz,T5,subject_signed_hedges_g,0.06524819474063587,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,35.0,13-20Hz,T6,subject_signed_hedges_g,0.11344160518527234,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,35.0,13-20Hz,Oz,subject_signed_hedges_g,0.3707435867509097,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,35.0,13-20Hz,O1,subject_signed_hedges_g,0.2857792696323043,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,35.0,13-20Hz,O2,subject_signed_hedges_g,0.15498265966260102,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,36.0,13-20Hz,Fp1,subject_signed_hedges_g,-0.046560897084904296,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,36.0,13-20Hz,Fp2,subject_signed_hedges_g,-0.2888307699443354,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,36.0,13-20Hz,Fz,subject_signed_hedges_g,-0.2002686469361579,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,36.0,13-20Hz,F3,subject_signed_hedges_g,0.05623896360384921,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,36.0,13-20Hz,F4,subject_signed_hedges_g,0.01735574999085767,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,36.0,13-20Hz,F7,subject_signed_hedges_g,0.23366275014605353,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,36.0,13-20Hz,F8,subject_signed_hedges_g,-0.46006105503404754,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,36.0,13-20Hz,FCz,subject_signed_hedges_g,0.2605212002688952,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,36.0,13-20Hz,FC3,subject_signed_hedges_g,0.15794316570660108,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,36.0,13-20Hz,FC4,subject_signed_hedges_g,-0.21629724117966678,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,36.0,13-20Hz,FT7,subject_signed_hedges_g,0.1102005849666287,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,36.0,13-20Hz,FT8,subject_signed_hedges_g,-0.142641638062828,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,36.0,13-20Hz,Cz,subject_signed_hedges_g,0.27747301158386906,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,36.0,13-20Hz,C3,subject_signed_hedges_g,0.406064165471367,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,36.0,13-20Hz,C4,subject_signed_hedges_g,-0.11423520352885995,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,36.0,13-20Hz,T3,subject_signed_hedges_g,0.13987669925953483,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,36.0,13-20Hz,T4,subject_signed_hedges_g,0.34272694786004293,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,36.0,13-20Hz,CP3,subject_signed_hedges_g,0.373453711735744,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,36.0,13-20Hz,CP4,subject_signed_hedges_g,-0.22986101310378582,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,36.0,13-20Hz,TP7,subject_signed_hedges_g,0.25366931578734814,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,36.0,13-20Hz,TP8,subject_signed_hedges_g,-0.21256357106601928,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,36.0,13-20Hz,Pz,subject_signed_hedges_g,-0.39919721473271746,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,36.0,13-20Hz,P3,subject_signed_hedges_g,0.28323777401130024,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,36.0,13-20Hz,P4,subject_signed_hedges_g,-0.2716095791551558,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,36.0,13-20Hz,T5,subject_signed_hedges_g,-0.025029374744971977,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,36.0,13-20Hz,T6,subject_signed_hedges_g,-0.13661138541595572,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,36.0,13-20Hz,Oz,subject_signed_hedges_g,-0.0032161839077114165,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,36.0,13-20Hz,O1,subject_signed_hedges_g,0.01840148383560704,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,36.0,13-20Hz,O2,subject_signed_hedges_g,0.13158149581677295,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,37.0,13-20Hz,Fp1,subject_signed_hedges_g,-0.5067289736346936,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,37.0,13-20Hz,Fp2,subject_signed_hedges_g,-0.45836059339159224,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,37.0,13-20Hz,Fz,subject_signed_hedges_g,-0.11498025515897918,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,37.0,13-20Hz,F3,subject_signed_hedges_g,-0.3754360893390521,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,37.0,13-20Hz,F4,subject_signed_hedges_g,-0.1348828893911147,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,37.0,13-20Hz,F7,subject_signed_hedges_g,-0.22078660973224928,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,37.0,13-20Hz,F8,subject_signed_hedges_g,-0.37995977353530275,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,37.0,13-20Hz,FCz,subject_signed_hedges_g,0.040532680484201784,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,37.0,13-20Hz,FC3,subject_signed_hedges_g,-0.22569368963285935,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,37.0,13-20Hz,FC4,subject_signed_hedges_g,0.054551402399489864,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,37.0,13-20Hz,FT7,subject_signed_hedges_g,-0.23469310185730743,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,37.0,13-20Hz,FT8,subject_signed_hedges_g,-0.07641074606309306,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,37.0,13-20Hz,Cz,subject_signed_hedges_g,0.32658431891236955,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,37.0,13-20Hz,C3,subject_signed_hedges_g,-0.2429646002622975,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,37.0,13-20Hz,C4,subject_signed_hedges_g,0.503468302505447,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,37.0,13-20Hz,T3,subject_signed_hedges_g,0.09560844820632435,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,37.0,13-20Hz,T4,subject_signed_hedges_g,0.4125058258368006,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,37.0,13-20Hz,CP3,subject_signed_hedges_g,-0.05059264226478377,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,37.0,13-20Hz,CP4,subject_signed_hedges_g,0.8719797557734023,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,37.0,13-20Hz,TP7,subject_signed_hedges_g,0.23162927677470432,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,37.0,13-20Hz,TP8,subject_signed_hedges_g,0.6699913644738316,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,37.0,13-20Hz,Pz,subject_signed_hedges_g,0.16411910354095657,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,37.0,13-20Hz,P3,subject_signed_hedges_g,-0.048695081267958094,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,37.0,13-20Hz,P4,subject_signed_hedges_g,0.5898435803910315,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,37.0,13-20Hz,T5,subject_signed_hedges_g,0.16272244713033684,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,37.0,13-20Hz,T6,subject_signed_hedges_g,0.4905372559651888,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,37.0,13-20Hz,Oz,subject_signed_hedges_g,-0.3127724596506581,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,37.0,13-20Hz,O1,subject_signed_hedges_g,-0.23494310448856623,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,37.0,13-20Hz,O2,subject_signed_hedges_g,-0.1469593909013845,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,38.0,13-20Hz,Fp1,subject_signed_hedges_g,-0.3328270677230733,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,38.0,13-20Hz,Fp2,subject_signed_hedges_g,0.14524433080348015,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,38.0,13-20Hz,Fz,subject_signed_hedges_g,0.2479856440332897,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,38.0,13-20Hz,F3,subject_signed_hedges_g,-0.011794363759735336,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,38.0,13-20Hz,F4,subject_signed_hedges_g,0.43797837152965585,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,38.0,13-20Hz,F7,subject_signed_hedges_g,-0.10143675143207924,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,38.0,13-20Hz,F8,subject_signed_hedges_g,0.43289226466410563,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,38.0,13-20Hz,FCz,subject_signed_hedges_g,0.0965484561849995,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,38.0,13-20Hz,FC3,subject_signed_hedges_g,0.007167239406293104,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,38.0,13-20Hz,FC4,subject_signed_hedges_g,0.4077089935608664,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,38.0,13-20Hz,FT7,subject_signed_hedges_g,-0.3685280137789538,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,38.0,13-20Hz,FT8,subject_signed_hedges_g,0.30318693657236856,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,38.0,13-20Hz,Cz,subject_signed_hedges_g,0.06780568965899063,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,38.0,13-20Hz,C3,subject_signed_hedges_g,-0.13875334771956827,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,38.0,13-20Hz,C4,subject_signed_hedges_g,0.3592300818568391,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,38.0,13-20Hz,T3,subject_signed_hedges_g,-0.04788754199593547,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,38.0,13-20Hz,T4,subject_signed_hedges_g,0.30600409271918727,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,38.0,13-20Hz,CP3,subject_signed_hedges_g,-0.01209125908050155,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,38.0,13-20Hz,CP4,subject_signed_hedges_g,0.37242263162153905,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,38.0,13-20Hz,TP7,subject_signed_hedges_g,0.3658010859176333,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,38.0,13-20Hz,TP8,subject_signed_hedges_g,0.17426425945618018,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,38.0,13-20Hz,Pz,subject_signed_hedges_g,0.37110161132724223,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,38.0,13-20Hz,P3,subject_signed_hedges_g,0.3532946702638564,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,38.0,13-20Hz,P4,subject_signed_hedges_g,0.22476154112244115,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,38.0,13-20Hz,T5,subject_signed_hedges_g,0.32318653848587436,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,38.0,13-20Hz,T6,subject_signed_hedges_g,0.09661544014120645,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,38.0,13-20Hz,Oz,subject_signed_hedges_g,0.23132928610218148,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,38.0,13-20Hz,O1,subject_signed_hedges_g,0.22827568994039987,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,38.0,13-20Hz,O2,subject_signed_hedges_g,0.22864599796879662,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,39.0,13-20Hz,Fp1,subject_signed_hedges_g,0.3921695153044854,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,39.0,13-20Hz,Fp2,subject_signed_hedges_g,0.03217870327362103,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,39.0,13-20Hz,Fz,subject_signed_hedges_g,0.025406899477226096,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,39.0,13-20Hz,F3,subject_signed_hedges_g,0.4156717804831278,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,39.0,13-20Hz,F4,subject_signed_hedges_g,-0.19548580562468235,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,39.0,13-20Hz,F7,subject_signed_hedges_g,0.1577448109496096,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,39.0,13-20Hz,F8,subject_signed_hedges_g,0.01707402281963063,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,39.0,13-20Hz,FCz,subject_signed_hedges_g,-0.044873016544503166,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,39.0,13-20Hz,FC3,subject_signed_hedges_g,0.4284126243893819,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,39.0,13-20Hz,FC4,subject_signed_hedges_g,-0.04084980792239999,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,39.0,13-20Hz,FT7,subject_signed_hedges_g,0.3265009818815189,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,39.0,13-20Hz,FT8,subject_signed_hedges_g,0.10944869187791681,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,39.0,13-20Hz,Cz,subject_signed_hedges_g,-0.09750317526684253,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,39.0,13-20Hz,C3,subject_signed_hedges_g,0.19571099179598767,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,39.0,13-20Hz,C4,subject_signed_hedges_g,0.16692948507683106,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,39.0,13-20Hz,T3,subject_signed_hedges_g,0.19916292516611597,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,39.0,13-20Hz,T4,subject_signed_hedges_g,0.04044518112532744,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,39.0,13-20Hz,CP3,subject_signed_hedges_g,0.21496702192019368,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,39.0,13-20Hz,CP4,subject_signed_hedges_g,0.2889187817367267,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,39.0,13-20Hz,TP7,subject_signed_hedges_g,0.2327034276258302,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,39.0,13-20Hz,TP8,subject_signed_hedges_g,-0.19856461436488768,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,39.0,13-20Hz,Pz,subject_signed_hedges_g,0.4091150106205524,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,39.0,13-20Hz,P3,subject_signed_hedges_g,0.16467084723074774,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,39.0,13-20Hz,P4,subject_signed_hedges_g,0.4720619411584919,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,39.0,13-20Hz,T5,subject_signed_hedges_g,-0.07012864170766811,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,39.0,13-20Hz,T6,subject_signed_hedges_g,0.4228818934966842,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,39.0,13-20Hz,Oz,subject_signed_hedges_g,0.3111214573763015,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,39.0,13-20Hz,O1,subject_signed_hedges_g,-0.1678104260611451,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,39.0,13-20Hz,O2,subject_signed_hedges_g,0.398336097274934,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,40.0,13-20Hz,Fp1,subject_signed_hedges_g,0.4290738109340892,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,40.0,13-20Hz,Fp2,subject_signed_hedges_g,0.5241410805672406,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,40.0,13-20Hz,Fz,subject_signed_hedges_g,0.5406076307448331,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,40.0,13-20Hz,F3,subject_signed_hedges_g,0.22054552819218198,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,40.0,13-20Hz,F4,subject_signed_hedges_g,0.35523316992355414,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,40.0,13-20Hz,F7,subject_signed_hedges_g,-0.36293808915962494,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,40.0,13-20Hz,F8,subject_signed_hedges_g,0.08934687288271291,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,40.0,13-20Hz,FCz,subject_signed_hedges_g,0.31417282933783724,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,40.0,13-20Hz,FC3,subject_signed_hedges_g,-0.06778103471763554,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,40.0,13-20Hz,FC4,subject_signed_hedges_g,-0.30961369705779246,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,40.0,13-20Hz,FT7,subject_signed_hedges_g,-0.6066995376142474,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_13_20hz_page02.png,2,all_configured_subjects,40.0,13-20Hz,FT8,subject_signed_hedges_g,-0.04178378089692892,right-hand minus left-hand MI-window log bandpower
